喜,デザイン,0.004196642685851319
喜,よい,0.0037303490540900614
喜,気に入る,0.0045297095656807885
喜,くれる,0.001199040767386091
喜,満足,0.010924593658406609
喜,いる,0.006861177724487077
喜,こと,0.0010658140154543032
喜,まじ,0.042366107114308556
喜,何,0.0005329070077271516
喜,問題,0.0003330668798294698
喜,ない,0.0017319477751132426
喜,半額,0.0001332267519317879
喜,以下,0.0001332267519317879
喜,購入,0.002731148414601652
喜,できる,0.004396482813749001
喜,大変,0.0033972821742605914
喜,身,0.00019984012789768185
喜,入り,0.0001332267519317879
喜,量,0.0003996802557953637
喜,可愛い,0.0034638955502264853
喜,安い,0.004596322941646682
喜,文句,0.00019984012789768185
喜,うまい,0.017119637623234745
喜,ウエア,0.0001332267519317879
喜,合う,0.0002664535038635758
喜,そう,0.0016653343991473487
喜,肉,0.0003996802557953637
喜,厚,0.00019984012789768185
喜,美味しい,0.004396482813749001
喜,一番,0.0008659738875566213
喜,思う,0.004130029309885425
喜,商品,0.0016653343991473487
喜,届く,0.0016653343991473487
喜,価格,0.0015987210231814548
喜,穿く,0.0001332267519317879
喜,心地,0.001465494271249667
喜,良い,0.012589928057553957
喜,おいしい,0.0022648547828403942
喜,鮮度,0.0001332267519317879
喜,割安,0.0001332267519317879
喜,いただく,0.0010658140154543032
喜,年末,0.0001332267519317879
喜,用,0.0007993605115907274
喜,好き,0.0005995203836930455
喜,プレゼント,0.0004662936317612577
喜,喜ぶ,0.0022648547828403942
喜,それぞれ,0.0001332267519317879
喜,好評,0.0007327471356248335
喜,他,0.0007327471356248335
喜,どこ,0.0001332267519317879
喜,無い,0.0003330668798294698
喜,買う,0.0020650146549427125
喜,大きめ,0.0003330668798294698
喜,新年,0.0001332267519317879
喜,前,0.0005995203836930455
喜,予想,0.0004662936317612577
喜,通り,0.0019317879030109246
喜,敏速,0.0003330668798294698
喜,対応,0.0037969624300559553
喜,安心,0.0008659738875566213
喜,買い物,0.0017319477751132426
喜,ショップ,0.0009325872635225154
喜,期待,0.0004662936317612577
喜,応える,0.0001332267519317879
喜,香り,0.0008659738875566213
喜,コーヒー,0.0003996802557953637
喜,届ける,0.00019984012789768185
喜,マジック,0.0001332267519317879
喜,テープ,0.0001332267519317879
喜,コード,0.0001332267519317879
喜,まとめる,0.0001332267519317879
喜,止める,0.0001332267519317879
喜,れる,0.0009325872635225154
喜,使い,0.0008659738875566213
喜,易い,0.0005329070077271516
喜,今,0.0005995203836930455
喜,違う,0.0003330668798294698
喜,メーカー,0.00019984012789768185
喜,もの,0.0008659738875566213
喜,使う,0.0037969624300559553
喜,こっち,0.00019984012789768185
